Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
1,2,Depression remission (early phase),36 hours post-infusion,6,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 2,2018,0.0,0.0,0.0,0.0,17,54,0.0,0.0,13,54,0.0,0.0,61.789298,1.307692,0.706439,2.420676,
1,2,Depression remission (early phase),48 hours post-infusion,7,SUBGROUP_AND_OVERALL,Kanes 2017,2017,0.0,0.44938630591958617,0.0,0.0,7,10,0.0,0.0,2,11,0.0,0.2019480519480519,9.582083,3.85,1.030915,14.378007,
1,2,Depression remission (early phase),48 hours post-infusion,7,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,0.0,0.0,0.0,0.0,19,92,0.0,0.0,7,46,0.0,0.0,26.58769,1.357143,0.61531,2.993346,
1,2,Depression remission (early phase),48 hours post-infusion,7,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 2,2018,0.0,0.0,0.0,0.0,22,54,0.0,0.0,13,54,0.0,0.0,50.744949,1.692308,0.95459,3.000142,
1,2,Depression remission (early phase),48 hours post-infusion,7,SUBGROUP_AND_OVERALL,NCT03228394,2017,0.0,0.0,0.0,0.0,5,30,0.0,0.0,5,28,0.0,0.0,13.085277,0.933333,0.302241,2.882172,
1,2,Depression remission (early phase),60 hours post-infusion,8,SUBGROUP_AND_OVERALL,Kanes 2017,2017,0.0,0.44938630591958617,0.0,0.0,7,10,0.0,0.0,1,11,0.0,0.2019480519480519,6.437063,7.7,1.137606,52.118218,
1,2,Depression remission (early phase),60 hours post-infusion,8,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,0.0,0.0,0.0,0.0,31,92,0.0,0.0,7,46,0.0,0.0,27.478584,2.214286,1.056586,4.640476,
1,2,Depression remission (early phase),60 hours post-infusion,8,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 2,2018,0.0,0.2126523629755663,0.0,0.0,30,54,0.0,0.0,20,54,0.0,0.045221027479092,44.938598,1.5,0.983879,2.286866,
1,2,Depression remission (early phase),60 hours post-infusion,8,SUBGROUP_AND_OVERALL,NCT03228394,2017,0.0,0.0,0.0,0.0,7,30,0.0,0.0,7,28,0.0,0.0,21.145756,0.933333,0.374821,2.324072,
1,2,Depression remission (early phase),72 hours post-infusion,9,SUBGROUP_AND_OVERALL,Kanes 2017,2017,0.0,0.5341173890460648,0.0,0.0,7,10,0.0,0.0,2,11,0.0,0.28528138528138525,6.041684,3.85,1.030915,14.378007,
1,2,Depression remission (early phase),72 hours post-infusion,9,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,0.0,0.3545767021127579,0.0,0.0,31,92,0.0,0.0,8,46,0.0,0.12572463768115943,21.905664,1.9375,0.969882,3.870477,
1,2,Depression remission (early phase),72 hours post-infusion,9,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 2,2018,0.0,0.0,0.0,0.0,29,54,0.0,0.0,18,54,0.0,0.0,51.51814,1.611111,1.026034,2.529817,
1,2,Depression remission (early phase),72 hours post-infusion,9,SUBGROUP_AND_OVERALL,NCT03228394,2017,0.0,0.0,0.0,0.0,11,30,0.0,0.0,9,28,0.0,0.0,20.534513,1.140741,0.558204,2.331208,
1,2,Depression remission (early phase),7 days post-infusion,10,SUBGROUP_AND_OVERALL,Kanes 2017,2017,0.0,0.6722708174151634,0.0,0.0,7,10,0.0,0.0,0,11,0.0,0.4519480519480519,8.959916,16.363636,1.053111,254.264415,
1,2,Depression remission (early phase),7 days post-infusion,10,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,0.0,0.0,0.0,0.0,20,92,0.0,0.0,13,46,0.0,0.0,43.708141,0.769231,0.421354,1.40432,
1,2,Depression remission (early phase),7 days post-infusion,10,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 2,2018,0.0,0.0,0.0,0.0,28,54,0.0,0.0,17,54,0.0,0.0,47.331943,1.647059,1.02943,2.635248,
1,2,Depression remission (early phase),30 days post-infusion,11,SUBGROUP_AND_OVERALL,Kanes 2017,2017,0.0,0.5341173890460648,0.0,0.0,7,10,0.0,0.0,2,11,0.0,0.28528138528138525,18.014955,3.85,1.030915,14.378007,
1,2,Depression remission (early phase),30 days post-infusion,11,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,0.0,0.2739630673436226,0.0,0.0,31,92,0.0,0.0,13,46,0.0,0.07505576226832629,38.435902,1.192308,0.69318,2.050834,
1,2,Depression remission (early phase),30 days post-infusion,11,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 2,2018,0.0,0.1739274206157614,0.0,0.0,23,54,0.0,0.0,32,54,0.0,0.03025074764205199,43.549142,0.71875,0.491274,1.051555,
1,3,Adverse events (mother),Any adverse event,1,SUBGROUP_AND_OVERALL,Kanes 2017,2017,0.0,0.4290581651605166,0.0,0.0,4,10,0.0,0.0,8,11,0.0,0.1840909090909091,14.352156,0.55,0.237218,1.275198,
1,3,Adverse events (mother),Any adverse event,1,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,0.0,0.18899579409633646,0.0,0.0,41,92,0.0,0.0,22,46,0.0,0.03571941018610481,35.321855,0.931818,0.638378,1.360143,
1,3,Adverse events (mother),Any adverse event,1,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 2,2018,0.0,0.21042866634526358,0.0,0.0,25,54,0.0,0.0,24,54,0.0,0.044280223619846265,32.901626,1.041667,0.688504,1.575982,
1,3,Adverse events (mother),Any adverse event,1,SUBGROUP_AND_OVERALL,NCT03228394,2017,0.0,0.0,0.0,0.0,15,30,0.0,0.0,7,28,0.0,0.0,17.424363,2.0,0.959397,4.169286,
1,3,Adverse events (mother),Severe adverse event,2,SUBGROUP_AND_OVERALL,Kanes 2017,2017,0.0,1.5763402186230246,0.0,0.0,0,10,0.0,0.0,1,11,0.0,2.484848484848485,27.399481,0.363636,0.016476,8.025912,
1,3,Adverse events (mother),Severe adverse event,2,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,0.0,1.626132419977952,0.0,0.0,1,92,0.0,0.0,0,46,0.0,2.6443066473033507,25.920505,1.516129,0.062966,36.506448,
1,3,Adverse events (mother),Severe adverse event,2,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 2,2018,0.0,1.209385611355278,0.0,0.0,2,54,0.0,0.0,1,54,0.0,1.4626135569531795,46.680014,2.0,0.186843,21.408382,
1,3,Adverse events (mother),Serious adverse event,3,SUBGROUP_AND_OVERALL,Kanes 2017,2017,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0,11,0.0,0.0,,,,,
1,3,Adverse events (mother),Serious adverse event,3,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,0.0,1.6227096800621332,0.0,0.0,1,92,0.0,0.0,0,46,0.0,2.6331867057673506,49.958838,1.516129,0.062966,36.506448,
1,3,Adverse events (mother),Serious adverse event,3,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 2,2018,0.0,1.6217170930733664,0.0,0.0,1,54,0.0,0.0,0,54,0.0,2.62996632996633,50.041162,3.0,0.124918,72.0473,
1,3,Adverse events (mother),Serious adverse event,3,SUBGROUP_AND_OVERALL,NCT03228394,2017,0.0,0.0,0.0,0.0,0,30,0.0,0.0,0,28,0.0,0.0,,,,,
1,4,Depression severity according to HAMD (early phase),2 hours post-infusion,1,SUBGROUP_AND_OVERALL,Kanes 2017,2017,-2.2,2.3,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4.234277,-2.2,-6.707917,2.307917,
1,4,Depression severity according to HAMD (early phase),2 hours post-infusion,1,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,0.1,1.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0,22.399326,0.1,-1.859964,2.059964,Brexanolone dose 60 ug/kg/hour
1,4,Depression severity according to HAMD (early phase),2 hours post-infusion,1,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,0.2,0.9,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.81,27.653488,0.2,-1.563968,1.963968,Brexanolone dose 90 ug/kg/hour
1,4,Depression severity according to HAMD (early phase),2 hours post-infusion,1,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 2,2018,-0.6,0.7,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,45.712909,-0.6,-1.971975,0.771975,
1,4,Depression severity according to HAMD (early phase),4 hours post-infusion,2,SUBGROUP_AND_OVERALL,Kanes 2017,2017,-3.5,2.9,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4.335898,-3.5,-9.183896,2.183896,
1,4,Depression severity according to HAMD (early phase),4 hours post-infusion,2,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,-0.3,1.2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.44,25.32285,-0.3,-2.651957,2.051957,Brexanolone dose 90 ug/kg/hour
1,4,Depression severity according to HAMD (early phase),4 hours post-infusion,2,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,-2.1,1.2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.44,25.32285,-2.1,-4.451957,0.251957,Brexanolone dose 60 ug/kg/hour
1,4,Depression severity according to HAMD (early phase),4 hours post-infusion,2,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 2,2018,-0.8,0.9,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,45.018401,-0.8,-2.563968,0.963968,
1,4,Depression severity according to HAMD (early phase),8 hours post-infusion,3,SUBGROUP_AND_OVERALL,Kanes 2017,2017,-4.6,3.1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4.549015,-4.6,-10.675888,1.475888,
1,4,Depression severity according to HAMD (early phase),8 hours post-infusion,3,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,-2.0,1.3,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.44,25.867476,-2.0,-4.547953,0.547953,Brexanolone dose 60 ug/kg/hour
1,4,Depression severity according to HAMD (early phase),8 hours post-infusion,3,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,-0.4,1.3,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.44,25.867476,-0.4,-2.947953,2.147953,Brexanolone dose 90 ug/kg/hour
1,4,Depression severity according to HAMD (early phase),8 hours post-infusion,3,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 2,2018,-1.0,1.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,43.716034,-1.0,-2.959964,0.959964,
1,4,Depression severity according to HAMD (early phase),12 hours post-infusion,4,SUBGROUP_AND_OVERALL,Kanes 2017,2017,-6.0,3.7,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3.693649,-6.0,-13.251867,1.251867,
1,4,Depression severity according to HAMD (early phase),12 hours post-infusion,4,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,-1.3,1.4,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.9599999999999997,20.667686,-1.3,-4.04395,1.44395,Brexanolone dose 60 ug/kg/hour
1,4,Depression severity according to HAMD (early phase),12 hours post-infusion,4,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,0.7,1.4,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.9599999999999997,20.667686,0.7,-2.04395,3.44395,Brexanolone dose 90 ug/kg/hour
1,4,Depression severity according to HAMD (early phase),12 hours post-infusion,4,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 2,2018,-1.1,1.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0,33.12657,-1.1,-3.059964,0.859964,
1,4,Depression severity according to HAMD (early phase),12 hours post-infusion,4,SUBGROUP_AND_OVERALL,NCT03228394,2017,1.17,1.35,0.0,0.0,0,30,0.0,0.0,0,28,0.0,1.8140776531290004,21.844409,1.17,-1.475951,3.815951,
1,4,Depression severity according to HAMD (early phase),24 hours post-infusion,5,SUBGROUP_AND_OVERALL,Kanes 2017,2017,-11.3,3.6,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8.332489,-11.3,-18.35587,-4.24413,
1,4,Depression severity according to HAMD (early phase),24 hours post-infusion,5,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,-4.3,1.6,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,22.405641,-4.3,-7.435942,-1.164058,Brexanolone dose 60 ug/kg/hour
1,4,Depression severity according to HAMD (early phase),24 hours post-infusion,5,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,-2.3,1.6,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,22.405641,-2.3,-5.435942,0.835942,Brexanolone dose 90 ug/kg/hour
1,4,Depression severity according to HAMD (early phase),24 hours post-infusion,5,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 2,2018,-1.6,1.1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,28.697167,-1.6,-3.75596,0.55596,
1,4,Depression severity according to HAMD (early phase),24 hours post-infusion,5,SUBGROUP_AND_OVERALL,NCT03228394,2017,-0.43,2.0,0.0,0.0,0,30,0.0,0.0,0,28,0.0,4.009285382400001,18.159062,-0.43,-4.349928,3.489928,
1,4,Depression severity according to HAMD (early phase),36 hours post-infusion,6,SUBGROUP_AND_OVERALL,Kanes 2017,2017,-12.0,4.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,10.370319,-12.0,-19.839856,-4.160144,
1,4,Depression severity according to HAMD (early phase),36 hours post-infusion,6,SUBGROUP_AND_OVERALL,Meltzer-Brody 2018 Study 1,2018,-5.1,1.6,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,27.962166,-5.1,-8.235942,-1.964058,Brexanolone dose 60 ug/kg/hour
