Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
1,1,Tobacco cessation at longest follow-up,Duration > 3 hours,3,SUBGROUP_AND_OVERALL,Hatsukami 1996,1996,0.0,0.0,0.0,0.0,13,50,0.0,0.0,15,54,0.0,0.0,4.856841,0.936,0.495863,1.766811,Group counselling + placebo NRT vs brief advice and self-help + placebo NRT
1,1,Tobacco cessation at longest follow-up,Duration > 3 hours,3,SUBGROUP_AND_OVERALL,Hatsukami 1996,1996,0.0,0.0,0.0,0.0,19,55,0.0,0.0,9,51,0.0,0.0,4.438009,1.957576,0.976401,3.924721,Group counselling + NRT vs brief advice and self-help + NRT
1,1,Tobacco cessation at longest follow-up,Duration > 3 hours,3,SUBGROUP_AND_OVERALL,Patten 2014,2014,0.0,0.0,0.0,0.0,0,36,0.0,0.0,0,23,0.0,0.0,,,,,
1,1,Tobacco cessation at longest follow-up,Duration > 3 hours,3,SUBGROUP_AND_OVERALL,Savant 2013,2013,0.0,0.0,0.0,0.0,7,103,0.0,0.0,0,47,0.0,0.0,0.484281,6.923077,0.403593,118.75565,Data from group and individual counselling arms combined for intervention arm
1,1,Tobacco cessation at longest follow-up,Duration > 3 hours,3,SUBGROUP_AND_OVERALL,Siddiqui 2024,2024,0.0,0.0,0.0,0.0,7,66,0.0,0.0,3,66,0.0,0.0,1.91192,2.333333,0.63036,8.63704,
1,1,Tobacco cessation at longest follow-up,Duration > 3 hours,3,SUBGROUP_AND_OVERALL,Stotts 2003,2003,0.0,0.0,0.0,0.0,13,101,0.0,0.0,8,105,0.0,0.0,3.597857,1.689356,0.73129,3.902591,Counselling + placebo NRT vs brief advice
1,1,Tobacco cessation at longest follow-up,Duration > 3 hours,3,SUBGROUP_AND_OVERALL,Walsh 2010,2010,0.0,0.3396577446674001,0.0,0.0,16,90,0.0,0.0,15,93,0.0,0.11536738351254479,4.808345,1.102222,0.580016,2.094586,
1,1,Tobacco cessation at longest follow-up,Duration unclear,4,SUBGROUP_AND_OVERALL,Andrews 1999,1999,0.0,0.4053751584830004,0.0,0.0,35,343,0.0,0.0,7,208,0.0,0.16432901911511766,3.839421,3.03207,1.371951,6.701004,
1,1,Tobacco cessation at longest follow-up,Duration unclear,4,SUBGROUP_AND_OVERALL,Danaher 2015a,2015,0.0,0.0,0.0,0.0,117,417,0.0,0.0,115,421,0.0,0.0,8.352378,1.02715,0.825247,1.278452,Quitline counselling + online cessation aid vs online aid alone
1,1,Tobacco cessation at longest follow-up,Duration unclear,4,SUBGROUP_AND_OVERALL,Danaher 2015a,2015,0.0,0.0,0.0,0.0,124,421,0.0,0.0,89,424,0.0,0.0,8.218407,1.403187,1.107597,1.777662,Quitline counselling vs printed self-help
1,2,Subgrouped by modality of support,Face-to-face individual,1,SUBGROUP_AND_OVERALL,Gansky 2002,2002,0.0,0.3623187653716062,0.0,0.0,16,74,0.0,0.0,11,60,0.0,0.131274887740405,4.621159,1.179361,0.592709,2.346672,
1,2,Subgrouped by modality of support,Face-to-face individual,1,SUBGROUP_AND_OVERALL,Kumbhalwar 2022,2022,0.0,0.36954790834972473,0.0,0.0,22,100,0.0,0.0,9,100,0.0,0.13656565656565656,4.377464,2.444444,1.184733,5.043592,
1,2,Subgrouped by modality of support,Face-to-face individual,1,SUBGROUP_AND_OVERALL,Savant 2013,2013,0.0,1.4984235413405975,0.0,0.0,3,50,0.0,0.0,0,23,0.0,2.2452731092436973,0.472951,3.294118,0.177096,61.272896,Individual counselling vs control. Control arm split.
1,2,Subgrouped by modality of support,Face-to-face individual,1,SUBGROUP_AND_OVERALL,Stotts 2003,2003,0.0,0.42719817099357704,0.0,0.0,13,101,0.0,0.0,8,105,0.0,0.1824982773002575,3.704624,1.689356,0.73129,3.902591,Counselling + placebo NRT vs brief advice
1,2,Subgrouped by modality of support,Face-to-face individual,1,SUBGROUP_AND_OVERALL,Tas 2020,2020,0.0,1.417947739934194,0.0,0.0,18,45,0.0,0.0,0,45,0.0,2.0105757931844885,0.520507,37.0,2.297431,595.883045,
1,2,Subgrouped by modality of support,Face-to-face individual,1,SUBGROUP_AND_OVERALL,Walsh 1999,1999,0.0,0.24148483365616055,0.0,0.0,41,119,0.0,0.0,21,131,0.0,0.05831492488594353,6.424908,2.14926,1.351785,3.417198,
1,2,Subgrouped by modality of support,Face-to-face group,2,SUBGROUP_AND_OVERALL,Andrews 1999,1999,0.0,0.4053751584830004,0.0,0.0,35,343,0.0,0.0,7,208,0.0,0.16432901911511766,3.953231,3.03207,1.371951,6.701004,
1,2,Subgrouped by modality of support,Face-to-face group,2,SUBGROUP_AND_OVERALL,Hatsukami 1996,1996,0.0,0.32414691895994485,0.0,0.0,13,50,0.0,0.0,15,54,0.0,0.10507122507122506,5.00014,0.936,0.495863,1.766811,Group counselling + placebo NRT vs brief advice and self-help + placebo NRT
1,2,Subgrouped by modality of support,Face-to-face group,2,SUBGROUP_AND_OVERALL,Hatsukami 1996,1996,0.0,0.35489861755071184,0.0,0.0,19,55,0.0,0.0,9,51,0.0,0.12595302873940645,4.569203,1.957576,0.976401,3.924721,Group counselling + NRT vs brief advice and self-help + NRT
1,2,Subgrouped by modality of support,Face-to-face group,2,SUBGROUP_AND_OVERALL,Mall 2021,2021,0.0,0.37897835752092185,0.0,0.0,30,103,0.0,0.0,8,103,0.0,0.14362459546925566,4.337159,3.75,1.806244,7.785494,
1,2,Subgrouped by modality of support,Face-to-face group,2,SUBGROUP_AND_OVERALL,Patten 2014,2014,0.0,0.0,0.0,0.0,0,36,0.0,0.0,0,23,0.0,0.0,,,,,
1,2,Subgrouped by modality of support,Face-to-face group,2,SUBGROUP_AND_OVERALL,Savant 2013,2013,0.0,0.0,0.0,0.0,4,53,0.0,0.0,0,24,0.0,0.0,0.48555,4.166667,0.233191,74.450309,Group counselling vs control. Control arm split.
1,2,Subgrouped by modality of support,Face-to-face group,2,SUBGROUP_AND_OVERALL,Walsh 2010,2010,0.0,0.3396577446674001,0.0,0.0,16,90,0.0,0.0,15,93,0.0,0.11536738351254479,4.950245,1.102222,0.580016,2.094586,
1,2,Subgrouped by modality of support,Telephone support,3,SUBGROUP_AND_OVERALL,Boyle 2004,2004,0.0,0.20084490306298913,0.0,0.0,44,109,0.0,0.0,28,112,0.0,0.040338675086381504,7.066008,1.614679,1.089248,2.393567,
1,2,Subgrouped by modality of support,Telephone support,3,SUBGROUP_AND_OVERALL,Boyle 2008,2008,0.0,0.2376743122755843,0.0,0.0,62,210,0.0,0.0,20,205,0.0,0.05648907871567196,6.405698,3.02619,1.899274,4.821753,
1,2,Subgrouped by modality of support,Telephone support,3,SUBGROUP_AND_OVERALL,Cigrang 2002,2002,0.0,0.4829691262008177,0.0,0.0,10,31,0.0,0.0,5,29,0.0,0.23325917686318137,3.166718,1.870968,0.726043,4.821369,
1,2,Subgrouped by modality of support,Telephone support,3,SUBGROUP_AND_OVERALL,Danaher 2015a,2015,0.0,0.11166594052814581,0.0,0.0,117,417,0.0,0.0,115,421,0.0,0.012469282274035397,8.594853,1.02715,0.825247,1.278452,Quitline counselling + online cessation aid vs online aid alone
1,2,Subgrouped by modality of support,Telephone support,3,SUBGROUP_AND_OVERALL,Danaher 2015a,2015,0.0,0.12069251719580747,0.0,0.0,124,421,0.0,0.0,89,424,0.0,0.014566683707060282,8.457142,1.403187,1.107597,1.777662,Quitline counselling vs printed self-help
1,2,Subgrouped by modality of support,Telephone support,3,SUBGROUP_AND_OVERALL,Severson 2007,2007,0.0,0.14915579402919885,0.0,0.0,84,535,0.0,0.0,71,534,0.0,0.02224745089248079,7.988423,1.180887,0.88155,1.581867,
1,2,Subgrouped by modality of support,Telephone support,3,SUBGROUP_AND_OVERALL,Severson 2009,2009,0.0,0.25485831261407615,0.0,0.0,69,392,0.0,0.0,18,393,0.0,0.06495275950849418,6.106643,3.843112,2.332101,6.333137,NRT + telephone counselling vs NRT alone
1,2,Subgrouped by modality of support,Telephone support,3,SUBGROUP_AND_OVERALL,Severson 2015,2015,0.0,0.09748890673535472,0.0,0.0,154,357,0.0,0.0,116,356,0.0,0.009504086936454692,8.797373,1.323867,1.093608,1.602608,NRT + telephone counselling vs NRT alone
2,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Danaher 2013,2013,0.0,0.0,0.0,0.0,159,857,0.0,0.0,149,859,0.0,0.0,23.971012,1.069604,0.873572,1.309627,
2,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Danaher 2015a,2015,0.0,0.0,0.0,0.0,115,421,0.0,0.0,89,424,0.0,0.0,21.218365,1.301342,1.022012,1.657018,
2,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Gansky 2005,2005,0.0,0.1383916040305728,0.0,0.0,65,179,0.0,0.0,82,221,0.0,0.019152236066154855,20.063166,0.978676,0.755331,1.26806,
2,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Noonan 2020,2020,0.0,0.0,0.0,0.0,14,65,0.0,0.0,7,33,0.0,0.0,4.338944,1.015385,0.454068,2.270596,
2,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Severson 2008,2008,0.0,0.0,0.0,0.0,159,1260,0.0,0.0,100,1263,0.0,0.0,21.487517,1.593786,1.256648,2.021372,
2,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Stevens 1995,1995,0.0,0.0,0.0,0.0,25,245,0.0,0.0,19,273,0.0,0.0,7.667509,1.466165,0.82829,2.595277,
2,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Virtanen 2015,2015,0.0,0.8030627223520618,0.0,0.0,6,83,0.0,0.0,2,88,0.0,0.6449097360315046,1.253488,3.180723,0.660443,15.318507,
3,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Danaher 2015b,2015,0.0,0.0,0.0,0.0,73,205,0.0,0.0,47,202,0.0,0.0,13.209586,1.530462,1.121609,2.088351,
3,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Ebbert 2007,2007,0.0,0.0,0.0,0.0,9,31,0.0,0.0,2,11,0.0,0.0,0.82371,1.596774,0.406119,6.278172,"Data from three arms with different daily NRT doses (21 mg, 42 mg, 63 mg) combined for intervention arm"
3,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Ebbert 2009,2009,0.0,0.0,0.0,0.0,34,136,0.0,0.0,24,134,0.0,0.0,6.745564,1.395833,0.87686,2.221962,
3,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Ebbert 2010,2010,0.0,0.0,0.0,0.0,11,30,0.0,0.0,14,30,0.0,0.0,3.905979,0.785714,0.428531,1.440614,
3,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Ebbert 2013b,2013,0.0,0.0,0.0,0.0,8,25,0.0,0.0,5,27,0.0,0.0,1.341339,1.728,0.651149,4.585715,
3,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Hatsukami 1996,1996,0.0,0.0,0.0,0.0,9,51,0.0,0.0,15,54,0.0,0.0,4.065407,0.635294,0.305409,1.321504,NRT vs placebo as adjunct to minimal contact + self-help
3,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Hatsukami 1996,1996,0.0,0.0,0.0,0.0,13,50,0.0,0.0,19,55,0.0,0.0,5.048545,0.752632,0.416181,1.361078,NRT vs placebo as adjunct to group counselling
3,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Hatsukami 2000,2000,0.0,0.0,0.0,0.0,21,100,0.0,0.0,28,101,0.0,0.0,7.773093,0.7575,0.462382,1.240979,
3,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Howard-Pitney 1999,1999,0.0,0.0,0.0,0.0,78,206,0.0,0.0,69,204,0.0,0.0,19.344805,1.11946,0.86342,1.451426,
3,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Severson 2015,2015,0.0,0.0,0.0,0.0,154,357,0.0,0.0,112,354,0.0,0.0,31.379682,1.363445,1.123026,1.655334,
3,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Siddiqui 2024,2024,0.0,1.5019532414311803,0.0,0.0,4,66,0.0,0.0,3,66,0.0,2.2558635394456292,0.836996,1.333333,0.310409,5.727213,NRT vs very brief advice
3,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Siddiqui 2024,2024,0.0,1.440629172141839,0.0,0.0,9,66,0.0,0.0,7,66,0.0,2.0754124116260804,1.95299,1.285714,0.508843,3.248669,NRT plus counselling vs counselling alone
3,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Stotts 2003,2003,0.0,0.0,0.0,0.0,6,98,0.0,0.0,13,101,0.0,0.0,3.572303,0.475667,0.188324,1.201439,
4,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Dale 2002,2002,0.0,0.0,0.0,0.0,4,34,0.0,0.0,4,34,0.0,0.0,14.231499,1.0,0.272034,3.676017,
4,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Dale 2007,2007,0.0,0.0,0.0,0.0,21,113,0.0,0.0,24,112,0.0,0.0,85.768501,0.867257,0.513486,1.46476,
5,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Ebbert 2011,2011,0.0,0.0,0.0,0.0,18,38,0.0,0.0,12,38,0.0,0.0,14.230811,1.5,0.843523,2.667385,
5,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Fagerstrom 2010,2010,0.0,0.0,0.0,0.0,95,214,0.0,0.0,73,218,0.0,0.0,85.769189,1.325695,1.043074,1.684891,
6,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Severson 2015,2015,0.0,1.415261696341173,0.0,0.0,116,356,0.0,0.0,112,354,0.0,2.0029656691304947,96.818055,1.029896,0.83153,1.275582,
6,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Siddiqui 2024,2024,0.0,1.4503387835484083,0.0,0.0,4,66,0.0,0.0,7,66,0.0,2.103482587064677,3.181945,0.571429,0.175563,1.859908,
7,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Ebbert 2013a,2013,0.0,1.460691074151622,0.0,0.0,5,40,0.0,0.0,5,41,0.0,2.133618414106219,18.962175,1.025,0.32115,3.271447,
7,1,Tobacco cessation at longest follow up,,,SUBGROUP_AND_OVERALL,Hatsukami 2000,2000,0.0,1.423659620920443,0.0,0.0,29,101,0.0,0.0,21,100,0.0,2.0268067162393395,81.037825,1.36728,0.838623,2.229194,
